account length,number vmail messages,total day minutes,total day calls,total eve minutes,total eve calls,total night minutes,total night calls,total intl minutes,total intl calls,customer service calls,churn_True,international plan_yes,voice mail plan_yes
25,0,264,80,281,66,166,80,8,4,1,1,0,0
73,0,122,92,138,114,224,128,5,5,1,0,0,0
120,0,177,88,270,99,231,90,14,2,2,0,0,0
196,0,133,80,206,120,221,96,10,8,1,0,0,0
97,0,225,90,279,127,233,103,8,4,0,1,0,0
148,0,208,120,174,99,310,105,11,4,1,0,0,0
85,30,173,107,247,101,158,104,11,5,1,0,0,1
86,0,162,131,167,102,128,118,11,2,2,1,1,0
78,13,281,93,178,101,244,129,6,5,2,0,0,1
106,0,208,89,169,67,102,90,15,4,3,0,0,0
147,38,243,126,273,109,282,91,14,8,2,0,0,1
145,0,224,89,314,121,182,121,16,3,1,1,0,0
91,0,189,100,239,107,89,89,9,3,3,0,0,0
81,46,168,124,270,103,222,98,6,2,4,0,0,1
116,24,232,90,152,94,344,82,10,6,1,0,0,1
69,37,155,98,142,105,143,117,5,4,1,0,0,1
135,0,154,130,203,90,158,59,11,3,0,0,0,0
73,0,234,102,195,110,253,71,8,8,2,0,0,0
48,0,240,88,141,117,128,137,7,9,1,0,0,0
125,0,298,78,270,142,107,84,12,2,0,1,1,0
100,0,166,102,236,97,134,93,10,4,1,0,0,0
165,33,111,140,213,111,267,115,16,3,0,0,0,1
64,0,174,98,180,103,179,89,10,2,2,0,0,0
116,27,175,137,210,60,294,121,6,5,1,0,1,1
147,35,157,109,189,67,227,76,11,2,3,1,1,1
115,0,206,113,176,102,297,119,11,7,1,0,0,0
86,16,144,105,206,111,255,117,11,2,4,0,0,1
134,0,258,85,129,114,193,106,10,7,2,0,0,0
105,0,226,106,182,77,203,107,11,2,0,1,0,0
88,0,152,119,171,107,257,106,12,5,2,0,0,0
90,27,156,51,236,118,123,111,12,6,2,0,0,1
86,0,150,85,295,88,247,104,12,1,1,0,0,0
37,0,221,126,204,110,118,98,6,3,4,0,0,0
141,32,322,92,283,107,209,111,6,3,1,1,0,1
148,0,153,148,262,87,225,99,9,3,2,0,0,0
163,22,215,91,138,102,146,109,12,2,2,0,0,1
89,35,174,108,196,100,127,74,11,3,1,0,0,1
63,0,180,126,230,98,232,73,10,3,0,0,0,0
102,0,123,106,182,102,244,75,12,7,2,0,0,0
76,0,165,94,257,80,170,114,10,4,1,0,0,0
104,0,200,92,118,87,236,65,6,6,2,0,0,0
109,0,154,82,287,109,208,80,5,9,3,0,0,0
105,0,125,116,261,95,241,104,11,9,2,0,0,0
63,33,184,111,312,89,264,55,12,4,1,0,0,1
105,24,274,99,193,118,299,109,10,3,3,0,0,1
68,39,142,140,241,89,302,72,11,5,1,0,1,1
63,21,151,99,147,89,210,114,10,4,1,0,1,1
74,0,124,114,133,121,160,85,10,7,3,0,0,0
76,0,179,85,222,66,188,113,12,2,0,0,0,0
91,0,246,110,182,98,157,106,12,2,2,1,1,0
101,0,232,114,186,123,153,122,11,6,5,0,0,0
116,0,288,120,255,90,233,99,13,4,0,1,0,0
131,23,170,145,236,93,294,100,12,1,1,0,0,1
84,0,216,114,197,107,217,104,9,3,1,0,0,0
104,0,138,100,215,58,164,98,4,4,2,0,0,0
108,0,210,112,238,73,253,90,9,5,3,0,0,0
111,0,181,117,158,91,266,123,9,9,0,0,0,0
155,30,61,103,255,110,225,96,12,5,1,0,0,1
66,0,207,85,196,112,261,83,6,3,1,0,0,0
64,0,219,73,167,65,161,119,10,5,1,0,0,0
69,0,227,122,258,111,169,87,8,1,2,0,0,0
116,0,245,73,240,87,158,89,8,5,3,0,0,0
101,0,257,84,184,115,108,109,13,7,0,0,0,0
88,0,301,136,257,72,132,118,13,2,4,1,0,0
197,0,233,96,218,111,182,109,9,3,0,0,0,0
50,0,99,108,308,102,161,62,13,6,2,1,1,0
188,26,198,115,166,67,198,118,14,3,1,1,1,1
85,0,116,86,229,127,204,109,10,3,3,0,1,0
103,0,255,128,140,92,308,130,12,2,1,1,1,0
136,27,187,84,221,147,145,110,10,4,3,0,0,1
155,21,195,91,213,84,88,111,8,4,0,0,0,1
116,12,221,108,151,118,179,80,9,6,2,0,0,1
152,0,140,92,186,96,227,89,9,5,2,0,0,0
65,0,277,123,155,112,256,71,9,10,0,1,1,0
180,0,224,105,250,101,216,73,6,5,3,1,0,0
67,0,109,117,217,124,188,141,12,6,0,0,0,0
60,0,207,109,123,112,291,115,5,9,0,0,0,0
138,0,205,96,257,94,209,63,12,8,0,0,0,0
44,0,308,139,150,94,198,66,7,3,4,1,0,0
25,0,242,69,209,117,219,82,14,6,2,0,0,0
145,0,229,82,138,103,250,109,3,3,1,0,0,0
122,28,166,62,233,88,170,84,7,3,2,0,0,1
121,0,144,126,200,82,208,81,13,9,0,1,0,0
55,0,106,77,123,100,96,92,12,3,0,0,1,0
77,0,221,84,166,125,210,72,13,4,1,0,0,0
12,0,204,98,212,90,182,95,9,7,2,0,0,0
64,0,213,93,166,114,122,78,14,3,3,0,0,0
92,44,152,95,274,73,162,121,10,1,2,0,0,1
125,29,260,81,163,112,271,117,17,6,1,1,1,1
160,0,166,117,317,129,160,121,10,2,1,0,0,0
79,0,177,83,167,84,223,142,15,8,0,0,0,0
36,0,235,97,196,104,259,110,7,7,3,0,0,0
102,0,186,92,173,123,250,131,9,4,2,0,0,0
138,0,268,81,174,115,193,96,11,4,1,0,1,0
164,0,192,95,249,94,132,100,7,3,3,0,0,0
125,0,240,82,269,85,187,74,10,3,0,1,0,0
72,0,179,113,149,112,168,79,9,7,2,0,0,0
74,0,314,86,222,99,259,121,12,5,3,1,0,0
134,41,162,82,324,77,160,112,11,5,0,0,0,1
145,0,175,89,274,119,226,69,12,4,1,0,0,0
136,0,109,91,207,111,135,107,11,5,0,0,0,0
209,0,255,124,230,110,218,69,8,5,3,1,0,0
66,0,208,84,173,88,264,107,8,3,3,0,1,0
152,20,214,108,96,82,170,145,7,5,1,0,0,1
72,0,141,133,134,96,227,97,11,3,2,0,0,0
101,0,253,89,237,114,154,85,9,7,4,0,0,0
125,0,206,128,198,71,135,116,13,3,0,0,0,0
46,0,40,105,172,83,145,89,9,2,2,0,0,0
132,0,291,104,234,132,191,87,8,3,1,1,0,0
193,31,71,58,124,105,155,108,11,3,0,0,0,1
63,0,261,69,245,135,202,94,14,4,0,1,0,0
124,0,191,134,261,113,182,111,10,3,1,0,0,0
144,0,133,101,255,127,228,68,11,2,0,0,0,0
116,24,183,138,203,90,166,89,6,3,2,0,0,1
189,30,155,116,195,50,170,108,15,6,1,0,0,1
97,28,283,93,185,98,312,78,6,8,1,0,0,1
142,38,163,104,136,114,249,127,4,6,0,0,0,1
84,0,203,125,182,88,213,121,13,2,1,0,0,0
119,19,178,110,212,100,226,123,10,6,1,0,0,1
158,0,195,103,89,95,302,82,10,3,1,0,0,0
50,0,295,127,127,100,166,105,9,6,1,0,0,0
98,0,136,82,156,118,158,83,10,5,2,0,0,0
101,24,114,95,161,86,176,90,13,9,2,0,0,1
182,0,279,124,180,108,217,104,9,11,2,1,0,0
51,0,169,111,139,69,197,87,12,3,0,0,0,0
117,0,214,94,138,149,148,102,9,1,2,0,0,0
92,0,255,125,142,111,181,101,11,3,0,0,1,0
86,0,148,71,285,91,166,155,6,3,2,0,0,0
122,0,119,93,223,103,211,122,8,4,2,0,0,0
156,27,192,137,199,115,244,112,14,8,1,0,0,1
127,0,245,91,217,92,243,128,13,6,0,1,0,0
145,30,175,107,153,116,233,85,11,3,1,0,1,1
90,26,169,104,188,104,213,76,13,3,0,1,1,1
109,0,184,143,211,105,243,116,9,2,1,0,0,0
88,0,181,90,151,87,143,100,7,3,1,0,0,0
101,9,160,116,210,121,139,65,10,9,0,0,0,1
171,0,189,122,173,85,257,84,10,1,0,0,0,0
21,0,223,142,216,114,214,111,12,2,1,0,0,0
145,31,216,94,225,123,234,109,10,1,2,0,0,1
90,0,198,124,266,100,243,80,8,7,2,0,0,0
33,0,159,115,195,118,102,86,7,7,1,0,0,0
61,40,105,78,180,100,174,115,10,2,2,1,0,1
107,0,204,108,162,110,155,102,13,1,3,0,0,0
147,0,274,92,231,82,283,83,6,1,0,1,0,0
117,0,158,84,181,91,177,67,7,10,2,0,0,0
95,0,229,116,202,110,171,105,14,6,1,0,0,0
186,0,137,97,187,118,146,85,8,6,1,0,0,0
128,0,179,94,270,92,191,88,7,4,0,0,0,0
55,39,139,101,178,117,246,104,8,1,3,0,0,1
96,23,183,88,147,89,350,108,11,7,1,0,0,1
107,0,206,79,262,117,149,69,10,3,0,0,0,0
123,0,140,106,153,101,50,87,12,1,2,0,0,0
35,0,179,59,283,101,285,83,5,7,2,0,0,0
74,0,177,136,240,104,237,133,12,3,0,0,0,0
130,0,115,129,167,104,141,124,12,9,1,0,0,0
137,0,237,103,176,84,263,81,14,4,0,1,1,0
88,0,181,116,187,119,220,96,10,7,1,0,0,0
80,0,51,90,164,98,169,80,9,4,3,0,0,0
116,19,155,104,185,118,192,116,8,2,3,0,0,1
123,23,245,88,265,105,239,108,14,3,2,0,0,1
120,0,131,99,163,109,201,116,10,3,1,0,0,0
146,0,111,126,313,95,215,82,10,6,1,0,1,0
106,9,88,100,324,109,79,86,8,4,3,0,0,1
121,44,116,85,150,120,246,98,12,2,1,0,0,1
137,0,155,81,133,94,253,77,9,2,1,0,0,0
84,30,106,65,225,108,188,61,5,3,2,0,0,1
67,31,175,68,199,73,219,99,13,6,1,0,0,1
161,0,154,84,177,125,172,90,5,2,4,1,0,0
134,34,247,105,225,133,186,76,6,5,2,1,0,1
62,32,218,93,236,132,192,137,13,3,0,1,1,1
130,30,185,117,249,141,157,103,7,7,0,0,0,1
20,0,186,89,253,51,273,105,12,6,2,0,0,0
68,0,158,119,211,105,198,101,10,3,1,0,0,0
112,0,208,150,212,104,178,98,8,4,0,0,0,0
77,0,185,95,212,98,282,81,11,4,3,0,0,0
109,0,222,74,169,75,264,94,9,3,2,0,0,0
108,0,201,101,170,86,237,113,11,3,3,0,0,0
79,17,167,114,243,93,211,114,9,2,1,0,0,1
119,0,239,88,243,79,230,92,10,3,3,1,0,0
38,0,175,109,211,97,137,109,9,3,5,1,0,0
78,0,87,74,214,58,201,147,10,6,1,0,0,0
134,0,244,99,246,111,200,133,7,2,0,0,0,0
47,27,165,89,127,118,284,95,7,4,2,0,0,1
59,27,127,110,103,99,164,73,9,3,0,0,0,1
151,0,194,106,292,103,224,82,5,3,0,0,0,0
129,0,54,131,256,105,176,135,11,4,1,0,0,0
107,27,283,104,224,152,241,63,14,7,2,0,0,1
137,0,258,112,246,117,173,100,10,3,0,1,1,0
76,0,90,142,211,75,194,76,9,2,1,0,0,0
24,0,235,132,115,129,185,136,16,2,0,0,0,0
169,0,142,82,231,110,131,67,10,4,2,0,0,0
30,0,54,68,179,96,247,101,10,8,1,0,0,0
70,0,214,87,131,114,216,104,9,3,3,0,0,0
52,0,251,118,196,80,192,53,11,2,0,1,1,0
3,0,139,99,250,108,286,87,6,3,4,0,0,0
38,0,117,114,208,105,203,98,14,2,2,0,0,0
104,0,264,108,132,75,177,91,10,8,3,0,0,0
27,0,82,105,204,99,224,122,9,4,1,0,0,0
166,28,175,126,253,76,128,72,11,5,1,0,1,1
13,0,220,100,211,79,259,112,13,8,2,0,0,0
52,0,217,104,152,83,134,109,11,4,2,0,0,0
114,25,129,77,290,110,177,110,11,5,1,0,0,1
156,0,150,106,152,112,215,86,3,3,1,0,0,0
90,42,193,66,263,85,214,97,11,4,0,0,0,1
62,0,189,122,103,95,180,106,10,5,2,0,0,0
82,33,137,95,235,128,268,70,11,6,2,0,0,1
52,0,129,80,142,101,258,89,12,4,3,0,0,0
146,0,115,77,213,100,218,72,10,6,1,0,0,0
120,23,221,114,254,84,250,117,7,5,2,0,0,1
130,0,263,113,186,103,195,99,18,6,1,1,0,0
90,0,61,91,194,94,143,80,11,9,1,0,0,0
147,0,183,113,164,110,111,87,10,4,1,0,1,0
159,0,167,68,143,74,140,111,10,3,0,1,0,0
74,27,154,122,195,150,276,86,13,2,4,0,0,1
130,0,252,101,170,105,209,64,5,5,0,0,0,0
155,0,163,94,291,108,96,111,11,3,0,0,1,0
87,0,198,80,187,89,133,96,16,4,2,0,0,0
81,0,324,48,236,82,187,78,13,5,0,1,0,0
99,0,128,78,215,120,143,140,14,9,2,0,0,0
131,0,187,110,200,101,202,125,10,11,2,0,0,0
89,0,129,71,214,68,214,100,10,4,5,1,0,0
123,0,125,106,128,96,251,129,6,6,4,1,1,0
130,26,257,108,224,122,204,118,12,4,1,0,0,1
99,0,124,90,146,70,169,95,10,6,1,0,0,0
36,0,175,144,216,69,243,146,9,3,1,0,0,0
87,0,124,91,173,105,256,109,7,5,3,0,0,0
139,0,271,130,156,131,136,108,11,9,2,0,0,0
189,0,219,80,143,117,130,69,11,7,1,0,0,0
112,0,101,119,214,67,179,112,10,5,2,0,0,0
75,0,203,70,228,97,222,118,14,3,1,0,0,0
178,35,175,88,190,65,138,94,10,3,2,0,0,1
112,0,266,97,214,94,306,100,14,2,2,1,0,0
108,41,171,110,136,78,183,103,10,7,0,0,0,1
100,0,78,98,225,102,150,106,14,8,0,0,0,0
121,20,211,110,215,120,238,107,9,2,0,0,0,1
116,0,63,101,195,95,210,87,10,6,1,0,0,0
161,0,173,100,213,74,141,69,11,4,1,0,0,0
19,0,237,98,207,121,182,95,4,4,0,0,1,0
104,0,225,123,162,106,272,85,10,4,1,0,0,0
119,32,173,101,209,93,231,91,12,4,0,0,1,1
125,0,224,102,143,87,198,105,8,2,0,0,0,0
156,0,237,122,181,91,185,151,7,4,1,0,0,0
109,0,137,128,217,116,182,86,10,5,2,0,0,0
95,0,142,109,176,107,189,88,8,3,2,0,0,0
90,0,142,126,126,118,274,71,4,4,1,0,0,0
105,21,147,112,197,43,267,93,8,3,2,0,0,1
101,0,220,124,188,101,278,98,10,4,1,0,0,0
95,0,149,96,260,116,201,120,8,2,1,0,0,0
123,0,204,88,137,111,226,100,10,4,0,0,0,0
160,0,216,77,207,117,228,117,5,2,1,0,0,0
141,28,308,123,247,128,152,103,7,3,1,0,0,1
87,0,58,125,67,116,185,136,11,3,0,0,0,0
81,0,173,80,236,94,240,84,11,6,2,0,0,0
75,19,210,90,241,87,215,102,13,3,4,0,0,1
126,24,58,125,305,90,158,73,12,6,0,0,0,1
28,0,236,102,167,87,280,115,9,3,3,0,0,0
153,0,228,102,160,136,203,109,12,2,0,0,0,0
97,32,90,87,276,113,185,107,8,6,2,1,0,1
115,0,146,128,106,74,197,104,11,4,2,0,0,0
95,0,237,83,154,65,237,105,11,6,1,0,0,0
17,0,162,118,229,91,332,94,13,3,0,1,1,0
105,20,186,114,256,91,334,104,8,2,1,0,0,1
121,0,86,100,259,113,148,79,9,9,2,0,0,0
125,0,212,89,215,127,186,73,11,2,2,0,0,0
124,0,151,98,120,119,152,81,9,2,2,0,0,0
35,0,158,67,130,96,229,80,6,5,2,0,0,0
134,0,296,93,226,117,246,98,12,10,0,1,0,0
123,32,212,77,251,78,208,85,6,2,3,0,0,1
124,0,234,61,179,111,285,117,10,6,3,0,0,0
133,0,176,92,187,97,196,88,6,3,2,0,0,0
185,19,157,123,257,94,190,107,9,6,0,0,0,1
1,26,146,68,172,67,173,113,10,2,1,0,0,1
107,0,260,108,102,110,129,148,9,5,1,0,0,0
91,20,146,98,277,104,137,100,6,3,1,0,0,1
178,0,124,134,141,78,268,113,11,2,2,1,1,0
123,0,209,49,237,117,239,98,9,11,1,0,0,0
170,0,285,44,167,144,260,97,8,4,1,1,0,0
135,0,190,44,161,109,231,100,8,2,1,0,0,0
85,0,144,88,264,105,185,94,9,3,1,0,0,0
148,36,77,141,207,60,255,115,10,2,1,0,0,1
93,0,271,101,237,133,145,103,8,6,1,1,0,0
138,0,240,104,144,92,125,98,11,1,0,0,0,0
159,0,114,98,192,101,259,108,12,5,0,0,0,0
103,34,138,80,142,108,183,77,11,7,1,0,0,1
150,27,209,112,155,80,251,111,7,6,0,0,0,1
37,0,134,98,248,130,236,113,14,2,3,0,0,0
33,0,164,99,153,102,123,104,6,4,0,0,1,0
55,0,245,130,192,54,141,83,9,4,1,0,0,0
134,32,80,94,199,124,170,117,16,3,0,0,0,1
107,0,90,90,207,109,169,96,5,5,2,0,0,0
80,36,190,115,256,78,214,145,3,4,1,0,0,1
78,0,108,108,209,126,222,117,7,5,1,1,0,0
85,17,89,88,233,75,165,116,9,7,4,1,0,1
61,15,252,106,187,69,259,137,10,3,2,0,0,1
136,0,183,103,141,113,200,122,10,9,2,0,1,0
135,0,155,100,135,84,184,82,3,9,3,0,0,0
165,0,209,67,273,89,150,88,12,1,0,0,0,0
148,0,279,104,201,87,280,99,7,2,2,1,0,0
99,0,174,102,99,118,211,126,7,2,2,0,0,0
123,0,175,78,184,96,156,92,9,2,2,0,0,0
127,0,256,87,222,101,156,122,13,3,1,0,1,0
151,0,170,89,187,83,119,100,4,3,0,0,0,0
185,0,139,92,250,115,158,79,10,4,1,0,0,0
65,34,208,119,142,106,214,87,12,4,4,0,0,1
58,0,210,126,248,108,158,88,14,2,4,0,0,0
104,0,113,87,158,98,187,87,10,6,2,0,0,0
44,0,202,89,163,96,268,151,8,3,0,0,0,0
108,0,210,117,164,103,201,68,9,5,0,0,0,0
132,0,121,88,253,124,195,120,10,4,1,0,0,0
80,0,127,67,181,112,197,63,15,2,2,0,0,0
162,0,135,98,242,107,246,96,10,2,2,0,0,0
110,0,99,62,275,86,212,94,16,3,2,0,0,0
96,0,276,105,246,94,254,107,10,3,1,1,0,0
168,0,163,134,240,87,164,147,11,2,2,1,0,0
72,0,287,116,235,126,292,114,5,3,4,1,0,0
125,23,120,104,227,115,158,100,10,3,1,0,0,1
170,0,184,106,204,70,224,133,9,3,2,0,0,0
71,0,185,84,232,129,191,82,14,4,3,0,0,0
68,0,207,68,251,123,191,100,10,6,2,0,0,0
98,0,158,71,306,66,144,93,2,4,1,0,1,0
24,0,149,73,131,81,238,69,8,3,2,1,0,0
136,0,204,63,208,95,224,119,9,2,0,0,0,0
44,0,288,86,175,87,215,106,9,2,0,1,0,0
96,40,108,90,206,154,126,118,13,4,0,0,0,1
31,0,97,129,260,78,88,100,7,5,1,0,0,0
72,0,166,102,261,103,262,85,13,5,0,0,0,0
24,0,156,104,90,101,205,116,7,5,1,0,0,0
112,31,225,89,256,117,249,87,11,1,4,0,0,1
117,0,287,118,259,84,153,86,10,3,1,1,1,0
137,19,175,96,241,146,211,109,7,2,0,0,0,1
136,0,102,75,219,97,73,92,9,5,0,0,0,0
95,0,157,103,259,90,230,117,14,2,0,0,0,0
82,19,146,73,246,65,199,114,4,4,1,0,0,1
56,0,177,114,215,110,236,67,10,5,1,0,1,0
155,0,250,146,152,105,148,104,10,5,2,0,1,0
133,0,117,100,199,105,244,119,11,4,0,1,0,0
53,0,119,113,189,84,256,108,12,7,2,0,0,0
123,0,242,87,226,101,268,121,8,3,5,1,0,0
57,0,161,113,208,134,208,81,8,4,3,0,0,0
62,0,128,111,169,104,193,97,10,5,1,0,0,0
55,20,207,91,199,113,216,110,7,1,1,0,0,1
125,0,233,65,209,93,210,109,9,4,1,0,0,0
1,0,182,106,134,106,152,75,10,3,5,1,0,0
105,0,251,88,175,103,184,112,5,5,1,0,0,0
113,30,183,102,183,123,235,52,11,7,0,0,0,1
99,0,256,44,214,105,233,75,7,1,3,1,0,0
103,0,180,134,97,85,181,134,8,3,1,0,0,0
177,0,227,81,161,97,217,106,8,5,1,0,0,0
149,20,147,132,276,94,149,110,10,6,0,0,0,1
160,0,234,136,270,134,219,101,13,2,1,1,0,0
116,0,110,54,213,82,186,116,7,2,2,0,0,0
148,0,233,81,187,71,122,97,9,2,0,1,1,0
147,35,197,134,141,99,212,90,10,4,2,1,0,1
95,0,58,96,202,126,210,97,10,5,0,0,0,0
201,0,212,72,225,90,195,99,7,6,1,0,0,0
80,0,151,89,131,78,235,131,11,4,0,0,0,0
122,0,146,117,218,93,236,97,11,5,1,0,1,0
132,0,195,100,148,95,224,117,6,2,0,0,0,0
83,0,208,71,214,92,247,108,13,5,1,0,0,0
84,0,225,86,275,105,201,108,14,3,3,1,0,0
46,0,122,67,167,62,194,98,9,6,1,0,0,0
87,0,153,106,224,117,273,152,8,5,2,0,0,0
150,0,214,117,192,89,242,99,7,4,1,0,0,0
73,0,194,112,167,85,100,61,10,6,1,0,0,0
7,0,206,87,281,83,158,77,11,5,3,0,0,0
89,12,188,105,151,107,201,132,10,3,2,0,0,1
131,0,122,83,118,94,147,95,13,3,3,1,1,0
108,0,115,114,211,70,136,85,13,3,2,1,1,0
47,28,172,109,137,94,203,109,8,6,1,0,0,1
101,0,156,116,130,114,207,109,7,5,1,0,1,0
182,24,128,104,143,127,191,98,11,3,1,0,0,1
161,0,196,73,170,79,194,79,12,3,1,0,0,0
128,0,227,130,302,71,191,82,5,7,1,1,0,0
69,31,194,63,191,90,153,129,13,2,2,0,0,1
113,34,44,63,134,82,168,118,13,3,1,0,0,1
87,30,262,114,215,130,154,88,7,2,0,0,0,1
71,0,211,70,252,122,225,104,12,3,0,0,0,0
76,0,204,69,225,110,240,85,9,5,1,0,0,0
87,0,223,109,127,86,289,83,14,4,3,0,0,0
117,0,119,82,187,108,189,97,11,3,1,0,0,0
177,0,266,91,225,79,224,58,8,8,3,1,0,0
95,0,134,104,152,95,236,80,9,3,1,0,0,0
76,0,171,78,257,83,91,92,16,3,1,0,0,0
66,0,170,103,254,77,197,138,10,2,2,0,0,0
110,0,178,124,146,141,217,102,9,7,1,0,0,0
204,0,205,145,154,95,191,77,14,5,3,0,0,0
32,31,232,97,183,111,206,111,13,2,0,0,0,1
133,39,239,107,253,77,128,85,6,3,5,0,0,1
185,0,55,97,288,83,111,110,12,3,2,0,0,0
103,37,153,78,241,108,244,110,10,3,1,0,0,1
91,0,109,100,189,104,206,85,11,3,1,0,0,0
131,0,196,89,185,87,250,132,5,6,2,0,0,0
153,0,166,127,143,121,210,130,11,4,0,0,0,0
132,25,113,96,269,107,229,87,7,7,2,0,0,1
148,0,203,92,150,125,245,131,14,9,1,0,0,0
141,0,242,90,234,80,211,104,6,3,5,0,0,0
105,0,156,102,140,134,227,111,12,2,2,0,0,0
169,0,266,105,158,88,287,111,13,3,3,1,0,0
127,23,182,80,216,85,156,82,9,4,1,0,0,1
57,0,85,92,193,127,231,93,10,2,0,0,0,0
123,33,146,87,114,59,220,99,2,7,0,0,0,1
103,35,110,101,208,81,87,77,13,2,4,1,0,1
101,0,118,89,199,97,53,61,11,5,1,0,0,0
101,28,220,96,285,72,203,111,9,6,4,0,0,1
129,0,150,98,232,101,261,123,12,6,1,0,0,0
67,34,161,114,207,115,205,114,9,4,0,0,0,1
37,0,191,116,167,99,216,112,14,5,3,0,0,0
64,0,146,83,148,91,238,69,12,3,3,0,1,0
173,0,109,103,101,111,167,106,7,7,1,0,0,0
135,0,144,115,249,68,211,82,13,3,1,0,0,0
75,42,248,93,170,108,104,91,11,8,1,0,0,1
88,0,85,112,221,70,190,75,11,3,4,1,0,0
112,0,214,112,209,104,164,97,9,5,3,0,0,0
113,0,158,137,242,109,247,97,6,4,0,0,0,0
121,28,110,94,141,76,237,87,6,3,2,0,0,1
70,0,152,145,183,102,151,75,10,2,1,0,0,0
90,0,145,103,197,137,294,83,10,4,0,0,0,0
39,0,93,83,199,114,206,104,6,4,0,0,0,0
142,0,216,134,187,106,138,108,8,2,0,0,0,0
176,0,201,101,154,78,164,79,9,2,1,0,0,0
105,0,146,81,225,80,230,117,8,2,1,0,0,0
57,0,272,74,224,85,178,104,10,3,2,1,0,0
110,0,18,92,258,81,109,74,14,4,1,0,0,0
88,0,172,81,193,90,89,107,12,5,2,0,0,0
95,0,190,119,157,70,181,120,14,6,0,0,0,0
147,0,130,83,208,144,204,72,15,3,3,0,0,0
101,0,158,92,188,117,219,125,13,4,4,1,0,0
115,0,166,111,236,98,205,92,15,2,1,0,0,0
103,0,129,103,202,89,233,126,12,2,2,0,0,0
82,0,199,112,193,120,254,117,7,10,0,0,0,0
141,0,185,126,233,98,152,106,9,7,0,0,0,0
149,0,175,80,197,127,188,102,9,2,2,0,0,0
131,0,263,123,151,74,218,101,10,2,2,0,0,0
119,0,94,108,264,100,203,79,7,3,1,0,0,0
112,0,189,83,219,89,168,116,7,8,3,0,0,0
116,35,118,103,167,106,205,102,11,2,2,0,0,1
94,0,212,98,189,89,352,95,8,5,3,0,0,0
90,0,222,93,187,103,282,124,12,6,2,0,0,0
114,31,222,98,180,105,151,101,13,4,0,0,0,1
63,25,190,137,116,76,141,110,12,2,1,0,0,1
130,0,271,129,237,128,210,91,8,2,4,1,0,0
122,29,195,83,268,93,168,95,8,6,3,0,0,1
166,0,199,93,214,99,196,110,7,5,3,0,0,0
62,0,100,98,173,95,218,122,10,4,0,0,0,0
78,21,160,85,223,79,124,92,9,1,2,0,0,1
148,26,158,91,160,127,218,88,9,3,1,0,0,1
154,0,154,122,214,71,178,105,12,2,3,1,0,0
75,0,305,106,188,115,235,116,8,5,0,1,0,0
84,38,193,106,153,106,260,87,7,5,2,0,0,1
113,0,72,88,204,112,117,118,6,3,1,0,0,0
181,40,105,61,341,79,165,97,6,3,2,0,0,1
51,0,180,88,134,102,170,97,10,3,2,0,0,0
102,29,214,86,314,109,280,110,14,2,0,0,0,1
107,0,86,95,108,85,204,87,13,3,1,0,0,0
88,0,131,99,174,128,184,83,7,2,5,1,0,0
82,0,135,102,237,122,118,91,17,4,0,0,0,0
130,0,203,63,191,93,132,125,12,4,3,0,0,0
174,0,235,108,142,143,316,131,12,5,0,0,0,0
129,0,157,113,256,97,185,126,12,2,2,0,0,0
190,0,111,55,223,124,243,81,10,7,3,0,1,0
54,0,236,91,152,130,160,98,11,8,3,0,1,0
78,0,163,88,283,93,262,108,8,9,0,0,0,0
100,29,213,127,175,82,207,100,8,3,1,0,0,1
70,30,143,72,170,92,127,68,9,4,3,0,0,1
111,0,78,119,198,94,248,94,12,4,1,0,0,0
117,0,97,98,228,131,240,111,10,3,1,0,0,0
68,0,94,93,147,80,213,85,10,2,0,0,0,0
27,0,226,95,274,109,242,119,8,3,2,1,0,0
91,0,133,61,158,96,189,92,10,2,1,0,0,0
181,27,190,93,249,127,215,82,10,4,1,0,0,1
118,36,294,106,165,115,189,63,9,5,3,0,0,1
112,0,185,114,191,119,144,78,10,11,2,0,0,0
93,0,179,121,191,131,165,125,12,4,0,0,0,0
102,0,158,94,207,100,190,120,10,10,0,0,0,0
93,0,173,131,190,108,290,66,10,2,0,0,0,0
107,32,134,101,211,145,167,138,8,5,1,0,0,1
100,32,125,123,230,101,192,106,12,9,3,0,0,1
115,0,195,111,227,108,313,113,13,1,2,0,0,0
63,13,214,61,181,88,174,68,10,2,0,0,0,1
57,0,221,101,236,65,252,137,9,1,0,0,0,0
119,26,132,100,173,121,203,108,11,5,1,0,0,1
98,30,110,71,182,108,183,88,11,8,2,0,0,1
31,28,171,116,240,125,245,80,10,7,1,0,0,1
129,32,211,99,155,89,234,96,11,5,1,0,0,1
108,0,291,99,221,93,229,110,14,9,2,1,0,0
139,0,139,110,132,93,272,120,12,1,0,0,0,0
102,0,234,125,199,99,163,88,10,1,4,0,0,0
149,0,187,83,201,81,264,79,8,1,1,0,0,0
113,0,159,143,210,93,175,86,13,7,2,0,0,0
131,33,177,100,194,85,253,124,5,5,1,0,0,1
83,0,117,101,160,92,235,150,11,10,0,0,0,0
96,21,247,95,256,150,158,72,10,6,2,0,0,1
98,0,169,77,138,155,142,105,8,7,1,0,0,0
3,0,185,120,203,129,170,89,14,3,3,0,0,0
77,17,204,84,201,102,219,97,11,5,0,0,0,1
75,24,225,119,182,108,270,106,9,2,3,0,0,1
